Cust Name,Cust State,Customer ID,Customer Type,Emp ID,Employee Job Title,Employee Name,Order Date,Order Num,Order Type,Prod Category,Prod Name,Prod Number,Sales Region,Discount,Order Total,Price,Quantity
Melina Hawford,Texas,2656,Individual,900012203,Sales Associate I,Christen Barrett,15/01/2021,1105331,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,S Central East,0,83.96,20.99,4
Chet Seage,California,2553,Individual,900010898,Sales Associate II,Dana Hart,15/01/2021,1105332,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Southwest,0,6.85,6.85,1
Milty Taree,California,1196,Individual,900013621,Sales Associate,Hannah Rosenstock,15/01/2021,1105333,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Southwest,0,44.7,22.35,2
Averyl Farrell,Florida,1829,Individual,900016625,Sales Representative,Marshal Alexander,15/01/2021,1105334,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Southeast,0,39.04,19.52,2
Ibby Romer,Delaware,3428,Individual,900019273,Sales Representative,Michelle Howard,15/01/2021,1105335,Retail,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Central East,0,83.96,20.99,4
Bobby Froom,Utah,3056,Individual,900012320,Sales Associate,Mary Hamilton,16/01/2021,1105336,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,S Central West,0,17.98,8.99,2
Garik Pinkerton,Oregon,3347,Individual,900010836,Senior Sales Representative,Constantine Acosta,17/01/2021,1105337,Retail,Supplements,Multivitamin - 120 capsules,SP303,Northwest,0,43.2,21.6,2
Ethelyn Paula,Utah,1845,Individual,900012320,Sales Associate,Mary Hamilton,17/01/2021,1105338,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central West,0,32.65,32.65,1
Waylin Bernolet,Wisconsin,2720,Individual,900012506,Sales Associate V,Lisa Sanchez,17/01/2021,1105339,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,N Central East,0,8.99,8.99,1
Walker Group,Illinois,2168,Business,900012746,Senior Sales Representative,Becky Allen,18/01/2021,1105340,Wholesale,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,N Central East,0.1,944.45,20.99,45
Bryon Orbine,Missouri,1423,Individual,900012203,Sales Associate I,Christen Barrett,18/01/2021,1105341,Retail,Fitness,Insulated water bottle - 24oz - Grey,FT434,S Central East,0,19.99,19.99,1
Hermine Fruin,North Carolina,3020,Individual,900019273,Sales Representative,Michelle Howard,18/01/2021,1105342,Retail,Fitness,Resistance bands - set of 5,FT870,Central East,0,110,55,2
Berty Blodg,New Jersey,3895,Individual,900015961,Sales Associate III,Wynona Smith,18/01/2021,1105343,Retail,Fitness,Slam ball - 5 lb,FT280,Northeast,0,87.9,43.95,2
Grant Group,Missouri,1665,Business,900010859,Sales Representative,Nick Chen,18/01/2021,1105344,Wholesale,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0.1,1974.38,12.99,152
Yost LLC,California,3220,Business,900019856,Sales Associate I,Henry Rodriguez,19/01/2021,1105345,Wholesale,Supplements,Magnesium 250 mg - 160 tablets,SP305,Southwest,0.1,1893.6,32.65,58
Pollyanna Stonehewer,Texas,1643,Individual,900019019,Senior Sales Associate,Tiffany Cooper,19/01/2021,1105346,Retail,Fitness,Yoga mat - 3mm,FT525,S Central East,0,21.99,21.99,1
Vitoria Kirkhouse,Massachusetts,1222,Individual,900016439,Sales Associate IV,Alyssa Jackson,19/01/2021,1105347,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,Northeast,0,14.99,14.99,1
Phillie Waylett,California,3002,Individual,900017067,Senior Sales Representative,Christy Beedom,19/01/2021,1105348,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Southwest,0,74.95,14.99,5
Alvan Hawkslee,Ohio,3083,Individual,900010428,Sales Representative,Cory Hall,19/01/2021,1105349,Retail,Supplements,Multivitamin - 120 capsules,SP303,N Central East,0,64.8,21.6,3
Ethelred Cleworth,Ohio,4112,Individual,900010428,Sales Representative,Cory Hall,19/01/2021,1105350,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,N Central East,0,16.99,16.99,1
Shelby O' Concannon,Nebraska,1557,Individual,900016111,Sales Associate I,Edward Loveless,19/01/2021,1105351,Retail,Fitness,Yoga block - 3 inch,FT825,N Central West,0,7,7,1
Bonni Hustings,California,1645,Individual,900019856,Sales Associate I,Henry Rodriguez,19/01/2021,1105352,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Southwest,0,29.98,14.99,2
Cyndia Gunny,Florida,3274,Individual,900013410,Sales Associate III,Kristen Phillips,19/01/2021,1105353,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Southeast,0,19.52,19.52,1
Gray Coltan,Indiana,2376,Individual,900012506,Sales Associate V,Lisa Sanchez,19/01/2021,1105354,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,N Central East,0,29.2,14.6,2
Marquita Igglesden,Texas,1476,Individual,900010859,Sales Representative,Nick Chen,19/01/2021,1105355,Retail,Fitness,Insulated water bottle - 40oz - Blue,FT174,S Central East,0,28.79,28.79,1
Sal Locock,Connecticut,2191,Individual,900015105,Sales Representative,Sharla Campbell,19/01/2021,1105356,Retail,Mineral water,Mineral Water - Orange - 32oz - case,MW232,Northeast,0,20.99,20.99,1
Calla Bonhan,Missouri,4003,Individual,900019019,Senior Sales Associate,Tiffany Cooper,20/01/2021,1105357,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,25.98,12.99,2
Lorne McGarvey,Texas,2143,Individual,900012203,Sales Associate I,Christen Barrett,20/01/2021,1105358,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central East,0,33.98,16.99,2
Brock Ottiwill,California,3369,Individual,900017067,Senior Sales Representative,Christy Beedom,20/01/2021,1105359,Retail,Mineral water,Mineral Water - Peach -32oz - case,MW242,Southwest,0,41.98,20.99,2
Murray Keys,California,1876,Individual,900013621,Sales Associate,Hannah Rosenstock,20/01/2021,1105360,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,Southwest,0,41.98,20.99,2
Ricky Hutchin,District of Columbia,2702,Individual,900013649,Senior Sales Representative,John Ashwin,20/01/2021,1105361,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Central East,0,6.85,6.85,1
Heddi Wissby,Illinois,4056,Individual,900015499,Senior Sales Associate,Lauren Skip,20/01/2021,1105362,Retail,Supplements,Vitamin C-1000 mg - 80 tablets,SP306,N Central East,0,9.49,9.49,1
Arron Cutcliffe,Michigan,3643,Individual,900012506,Sales Associate V,Lisa Sanchez,20/01/2021,1105363,Retail,Supplements,Multivitamin - 90 capsules,SP601,N Central East,0,18.44,18.44,1
Hanny Goslin,California,1889,Individual,900011079,Sales Representative,Marla Phifer,20/01/2021,1105364,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southwest,0,13.45,13.45,1
Winni Denmead,Louisiana,2609,Individual,900010859,Sales Representative,Nick Chen,20/01/2021,1105365,Retail,Supplements,Multivitamin - 180 capsules,SP120,S Central East,0,27.5,27.5,1
Abernathy Group,Illinois,1914,Business,900012746,Senior Sales Representative,Becky Allen,21/01/2021,1105366,Wholesale,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,N Central East,0.04,2015,20.99,96
Eddy Carmen,Pennsylvania,4055,Individual,900016439,Sales Associate IV,Alyssa Jackson,21/01/2021,1105367,Retail,Supplements,Multivitamin - 180 capsules,SP120,Northeast,0,55,27.5,2
Sim Bowler,Texas,2880,Individual,900012203,Sales Associate I,Christen Barrett,21/01/2021,1105368,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,S Central East,0,17.98,8.99,2
Merrill Greenroyd,Arizona,3724,Individual,900012320,Sales Associate,Mary Hamilton,21/01/2021,1105369,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central West,0,65.3,32.65,2
Willyt MacNeill,Colorado,4061,Individual,900015696,Sales Associate I,Greg Wood,21/01/2021,1105370,Retail,Supplements,Iron 65 mg - 150 capsules,SP602,S Central West,0,13.9,6.95,2
Thebault Bust,Michigan,4120,Individual,900012506,Sales Associate V,Lisa Sanchez,21/01/2021,1105371,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,N Central East,0,33.98,16.99,2
Margaretta Gales,California,1201,Individual,900019907,Sales Associate I,Lorrie Ellison,21/01/2021,1105372,Retail,Fitness,Insulated water bottle - 24oz - Pink,FT172,Southwest,0,19.99,19.99,1
Dee dee Garbott,North Carolina,1943,Individual,900010453,Senior Sales Representative,Sean Fetterman,21/01/2021,1105373,Retail,Fitness,Insulated water bottle - 24oz -Blue,FT139,Central East,0,19.99,19.99,1
Bergstrom Group,Nebraska,2000,Business,900016111,Sales Associate I,Edward Loveless,21/01/2021,1105374,Wholesale,Fitness,Kettlebell - 30 lb,FT350,N Central West,0.02,5759.26,79.99,72
Spence Yakobovitz,Arizona,1301,Individual,900012320,Sales Associate,Mary Hamilton,22/01/2021,1105375,Retail,Fitness,Kettlebell - 10 lb,FT300,S Central West,0,79.98,39.99,2
Harlen Phelan,North Carolina,2934,Individual,900013649,Senior Sales Representative,John Ashwin,22/01/2021,1105376,Retail,Fitness,Resistance bands - 10 lb,FT727,Central East,0,21.98,10.99,2
Ely Hightown,Illinois,1686,Individual,900015499,Senior Sales Associate,Lauren Skip,22/01/2021,1105377,Retail,Fitness,Resistance bands - 20 lb,FT544,N Central East,0,23.98,11.99,2
Farrand Vasler,Mississippi,1200,Individual,900016320,Sales Associate II,Paul Turner,22/01/2021,1105378,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,S Central East,0,59.96,14.99,4
Rahel Georgelin,New York,3382,Individual,900014621,Sales Associate II,Shantel Francis,22/01/2021,1105379,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,Northeast,0,62.97,20.99,3
Rodriguez LLC,Louisiana,2374,Business,900016320,Sales Associate II,Paul Turner,23/01/2021,1105380,Retail,Mineral water,Mineral Water - Orange - 32oz - case,MW232,S Central East,0,3358.4,20.99,160
Diana Sollett,Virginia,2365,Individual,900014055,Sales Associate II,Daniel Phillips,23/01/2021,1105381,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,Central East,0,9.5,4.75,2
Toiboid Cowper,Texas,3923,Individual,900018712,Sales Associate II,Dru Clingman,23/01/2021,1105382,Retail,Supplements,Multivitamin - 180 capsules,SP120,S Central East,0,55,27.5,2
Ronny Joannet,Texas,2592,Individual,900018712,Sales Associate II,Dru Clingman,23/01/2021,1105383,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,S Central East,0,16.99,16.99,1
Filmore Reay,Oklahoma,3054,Individual,900018712,Sales Associate II,Dru Clingman,23/01/2021,1105384,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,S Central East,0,8.99,8.99,1
Andreana Filipiak,Texas,3622,Individual,900018712,Sales Associate II,Dru Clingman,23/01/2021,1105385,Retail,Fitness,Slam ball - 10 lb,FT577,S Central East,0,93.9,46.95,2
Tracie Pegden,Colorado,4080,Individual,900012281,Sales Associate I,Logan Augur,23/01/2021,1105386,Retail,Fitness,Slam ball - 20 lb,FT358,S Central West,0,52.95,52.95,1
Jodi Dallison,Louisiana,1561,Individual,900016320,Sales Associate II,Paul Turner,23/01/2021,1105387,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,51.96,12.99,4
Yundt Inc,Florida,1503,Business,900015003,Sales Associate III,Cynthia Cash,24/01/2021,1105388,Wholesale,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Southeast,0.15,1393.92,14.99,93
Ailsun Gever,Alaska,3009,Individual,900010836,Senior Sales Representative,Constantine Acosta,24/01/2021,1105389,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,Northwest,0,14.6,14.6,1
Florie Boylin,Illinois,2540,Individual,900015499,Senior Sales Associate,Lauren Skip,24/01/2021,1105390,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,N Central East,0,16.99,16.99,1
Theodore Housecroft,Ohio,3720,Individual,900012506,Sales Associate V,Lisa Sanchez,24/01/2021,1105391,Retail,Fitness,Resistance bands - set of 5,FT870,N Central East,0,55,55,1
Esmeralda McRory,Alabama,1972,Individual,900019334,Sales Associate I,Mitch White,24/01/2021,1105392,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Southeast,0,59.96,14.99,4
Morgen Meneer,Florida,1327,Individual,900011701,Sales Representative,Susan Dixon,25/01/2021,1105393,Retail,Supplements,Multivitamin - 180 capsules,SP120,Southeast,0,55,27.5,2
Arleta Bernadot,Texas,3252,Individual,900010859,Sales Representative,Nick Chen,25/01/2021,1105394,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,S Central East,0,19.52,19.52,1
Abbott May,Florida,2687,Individual,900016625,Sales Representative,Marshal Alexander,25/01/2021,1105395,Retail,Fitness,Slam ball - 10 lb,FT577,Southeast,0,46.95,46.95,1
Gale Gallen,Texas,3022,Individual,900016320,Sales Associate II,Paul Turner,25/01/2021,1105396,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,S Central East,0,29.98,14.99,2
Alicea Loos,Texas,3934,Individual,900016320,Sales Associate II,Paul Turner,25/01/2021,1105397,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,S Central East,0,59.96,14.99,4
Barty Dennerly,Minnesota,3540,Individual,900018684,Sales Associate IV,Vincent Wright,25/01/2021,1105398,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central East,0,27.5,27.5,1
Jakubowski Inc,Nevada,2389,Business,900017067,Senior Sales Representative,Christy Beedom,26/01/2021,1105399,Wholesale,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,Southwest,0.07,1498.93,14.99,100
Gipsy MacLeod,Texas,2539,Individual,900019019,Senior Sales Associate,Tiffany Cooper,26/01/2021,1105400,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central East,0,65.3,32.65,2
Perrine Lampke,Nevada,1935,Individual,900013621,Sales Associate,Hannah Rosenstock,26/01/2021,1105401,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Southwest,0,13.98,6.99,2
Eveleen Ceney,Minnesota,1188,Individual,900015499,Senior Sales Associate,Lauren Skip,26/01/2021,1105402,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,N Central East,0,4.75,4.75,1
Bunni Lapthorn,Oklahoma,1228,Individual,900010859,Sales Representative,Nick Chen,26/01/2021,1105403,Retail,Fitness,Insulated water bottle - 40oz - Blue,FT174,S Central East,0,28.79,28.79,1
Kassulke Inc,Kansas,3327,Business,900010428,Sales Representative,Cory Hall,26/01/2021,1105404,Wholesale,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,N Central East,0.05,1973.01,20.99,94
Aguste Olanda,Pennsylvania,1545,Individual,900016439,Sales Associate IV,Alyssa Jackson,27/01/2021,1105405,Retail,Fitness,Slam ball - 10 lb,FT577,Northeast,0,93.9,46.95,2
Udell Filochov,Ohio,3246,Individual,900012746,Senior Sales Representative,Becky Allen,27/01/2021,1105406,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,N Central East,0,25.98,12.99,2
Nona Clandillon,Nebraska,3656,Individual,900016111,Sales Associate I,Edward Loveless,27/01/2021,1105407,Retail,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,N Central West,0,41.98,20.99,2
Silvano Twinterman,Georgia,3861,Individual,900011701,Sales Representative,Susan Dixon,27/01/2021,1105408,Retail,Supplements,Multivitamin - 90 capsules,SP601,Southeast,0,18.44,18.44,1
Mart Bettis,Kansas,1838,Individual,900012506,Sales Associate V,Lisa Sanchez,27/01/2021,1105409,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,N Central East,0,12.49,12.49,1
Kitty Brewitt,Michigan,2674,Individual,900018684,Sales Associate IV,Vincent Wright,27/01/2021,1105410,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,N Central East,0,44.7,22.35,2
Tania Bover,North Carolina,2248,Individual,900018213,Senior Sales Representative,Tony Hendricks,28/01/2021,1105411,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,Central East,0,13.98,6.99,2
Johannes Smalls,New Jersey,3564,Individual,900016439,Sales Associate IV,Alyssa Jackson,28/01/2021,1105412,Retail,Fitness,Insulated water bottle - 24oz -Blue,FT139,Northeast,0,19.99,19.99,1
Ethelin Chapell,Minnesota,2628,Individual,900010428,Sales Representative,Cory Hall,28/01/2021,1105413,Retail,Fitness,Kettlebell - 20 lb,FT981,N Central East,0,59.99,59.99,1
Ivette MacGillreich,Florida,3405,Individual,900015003,Sales Associate III,Cynthia Cash,28/01/2021,1105414,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,Southeast,0,59.96,14.99,4
Carney Shenton,Georgia,3690,Individual,900011701,Sales Representative,Susan Dixon,28/01/2021,1105415,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,Southeast,0,8.99,8.99,1
Stanleigh Geater,Missouri,2145,Individual,900010859,Sales Representative,Nick Chen,28/01/2021,1105416,Retail,Supplements,Multivitamin - 90 capsules,SP601,S Central East,0,18.44,18.44,1
Bryn Shillington,Texas,4033,Individual,900016320,Sales Associate II,Paul Turner,28/01/2021,1105417,Retail,Fitness,Slam ball - 20 lb,FT358,S Central East,0,52.95,52.95,1
Candra Burgyn,New York,1186,Individual,900014621,Sales Associate II,Shantel Francis,28/01/2021,1105418,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Northeast,0,25.98,12.99,2
Lowe LLC,California,1656,Business,900013621,Sales Associate,Hannah Rosenstock,29/01/2021,1105419,Wholesale,Mineral water,Mineral Water - Blueberry - 32oz - case,MW122,Southwest,0.04,1091.44,20.99,52
Willetta Ellingham,New York,1526,Individual,900016439,Sales Associate IV,Alyssa Jackson,29/01/2021,1105420,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,Northeast,0,24.1,24.1,1
Kelley De Matteis,Ohio,4050,Individual,900012746,Senior Sales Representative,Becky Allen,29/01/2021,1105421,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,N Central East,0,9.5,4.75,2
Stacy Mahomet,Kentucky,1211,Individual,900012995,Senior Sales Representative,Brenda Johnson,29/01/2021,1105422,Retail,Fitness,Insulated water bottle - 24oz -Blue,FT139,Central East,0,19.99,19.99,1
Cherry Lockey,Indiana,3030,Individual,900012283,Sales Associate,Nicole Hansen,29/01/2021,1105423,Retail,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,N Central East,0,59.96,14.99,4
Melosa Heasley,Minnesota,3386,Individual,900012506,Sales Associate V,Lisa Sanchez,29/01/2021,1105424,Retail,Supplements,Iron 65 mg - 150 capsules,SP602,N Central East,0,13.9,6.95,2
Hesther Blaxland,California,2218,Individual,900019907,Sales Associate I,Lorrie Ellison,29/01/2021,1105425,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Southwest,0,16.99,16.99,1
Ronalda Wisniowski,California,2021,Individual,900010898,Sales Associate II,Dana Hart,29/01/2021,1105426,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Southwest,0,33.98,16.99,2
Hansen Group,Virginia,3713,Business,900012995,Senior Sales Representative,Brenda Johnson,30/01/2021,1105427,Wholesale,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,Central East,0.06,959.3,14.99,64
Elston Littleproud,South Carolina,1493,Individual,900011701,Sales Representative,Susan Dixon,30/01/2021,1105428,Retail,Fitness,Slam ball - 10 lb,FT577,Southeast,0,46.95,46.95,1
Debor Orhrt,Colorado,1332,Individual,900012281,Sales Associate I,Logan Augur,30/01/2021,1105429,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central West,0,12.99,12.99,1
Gavan Mackie,California,4036,Individual,900019907,Sales Associate I,Lorrie Ellison,30/01/2021,1105430,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Southwest,0,33.98,16.99,2
